Donor / Item Receiving Statistics,,,,,,,,,,,,,,,5/19/2020 8:52 AM,,,,,
ST LOUIS AREA FOODBANK,,,,,,,,,,,,,,,,,Page,1,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FA\WBESHORE,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Search Name: FRESH THYME|WM|COSTCO|SAM'S*|KROGER|RULER*|TARGET|ALDI|SAL, Date Filter: 03/01/19..03/31/19",,,,,,,,,,,,,,,,,,,,
Posting Date: 11/01/19..11/30/19,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Donor No.,,Donor Name,,,,,,,,,,,,,,,,,,
,Document No.,Item No.,Description,,Order No.,UNC Product Category,UNC Product Source,Posting Date,Lot No.,Pallet No.,Expiration Date,Quantity,,Unit of Measure,,Ext. Gross Weight,,,,
016473,,"WALMART 2694, 1202 S KIRKWOOD RD, KIRKWOOD, MO  63122   Tel#: 314-835-9406  Contact: LARRY/TRACY/TIM",,,,,,,,,,,,,,,,,,
,DOR75832-1R,40667,"RETAIL, PRODUCE",,,RETAILWHSL,A2H LOCAL,11/1/2019,324436,,12/31/9999,845.,,LB,,845.,,,,
,DOR75895-1R,40667,"RETAIL, PRODUCE",,,RETAILWHSL,A2H LOCAL,11/4/2019,324965,,12/31/9999,860.,,LB,,860.,,,,
,DOR75937-1R,40667,"RETAIL, PRODUCE",,,RETAILWHSL,A2H LOCAL,11/5/2019,325071,,12/31/9999,120.,,LB,,120.,,,,
,DOR75984-1R,40667,"RETAIL, PRODUCE",,,RETAILWHSL,A2H LOCAL,11/6/2019,325250,,12/31/9999,550.,,LB,,550.,,,,
,DOR76085-1R,40667,"RETAIL, PRODUCE",,,RETAILWHSL,A2H LOCAL,11/8/2019,325888,,12/31/9999,645.,,LB,,645.,,,,
,DOR76133-1R,40667,"RETAIL, PRODUCE",,,RETAILWHSL,A2H LOCAL,11/11/2019,325995,,12/31/9999,935.,,LB,,935.,,,,
,DOR76220-1R,40667,"RETAIL, PRODUCE",,,RETAILWHSL,A2H LOCAL,11/13/2019,326359,,12/31/9999,165.,,LB,,165.,,,,
,DOR76296-1R,40667,"RETAIL, PRODUCE",,,RETAILWHSL,A2H LOCAL,11/15/2019,326919,,12/31/9999,945.,,LB,,945.,,,,
,DOR76370-1R,40667,"RETAIL, PRODUCE",,,RETAILWHSL,A2H LOCAL,11/18/2019,327268,,12/31/9999,560.,,LB,,560.,,,,
,DOR76459-1R,40667,"RETAIL, PRODUCE",,,RETAILWHSL,A2H LOCAL,11/20/2019,327635,,12/31/9999,900.,,LB,,900.,,,,
,DOR76551-1R,40667,"RETAIL, PRODUCE",,,RETAILWHSL,A2H LOCAL,11/22/2019,328175,,12/31/9999,745.,,LB,,745.,,,,
,DOR76629-1R,40667,"RETAIL, PRODUCE",,,RETAILWHSL,A2H LOCAL,11/25/2019,328560,,12/31/9999,955.,,LB,,955.,,,,
,DOR76671-1R,40667,"RETAIL, PRODUCE",,,RETAILWHSL,A2H LOCAL,11/26/2019,328655,,12/31/9999,190.,,LB,,190.,,,,
,DOR76733-1R,40667,"RETAIL, PRODUCE",,,RETAILWHSL,A2H LOCAL,11/27/2019,329266,,12/31/9999,385.,,LB,,385.,,,,
,DOR76732-1R,40667,"RETAIL, PRODUCE",,,RETAILWHSL,A2H LOCAL,11/27/2019,329264,,12/31/9999,385.,,LB,,385.,,,,
,DOR75895-1R,40668,"RETAIL, MEAT AND DELI",,,RETAILWHSL,A2H LOCAL,11/4/2019,324966,,12/31/9999,125.,,LB,,125.,,,,
,DOR75937-1R,40668,"RETAIL, MEAT AND DELI",,,RETAILWHSL,A2H LOCAL,11/5/2019,325072,,12/31/9999,25.,,LB,,25.,,,,
,DOR75984-1R,40668,"RETAIL, MEAT AND DELI",,,RETAILWHSL,A2H LOCAL,11/6/2019,325251,,12/31/9999,35.,,LB,,35.,,,,
,DOR76133-1R,40668,"RETAIL, MEAT AND DELI",,,RETAILWHSL,A2H LOCAL,11/11/2019,325996,,12/31/9999,70.,,LB,,70.,,,,
,DOR76296-1R,40668,"RETAIL, MEAT AND DELI",,,RETAILWHSL,A2H LOCAL,11/15/2019,326920,,12/31/9999,105.,,LB,,105.,,,,
,DOR76551-1R,40668,"RETAIL, MEAT AND DELI",,,RETAILWHSL,A2H LOCAL,11/22/2019,328176,,12/31/9999,35.,,LB,,35.,,,,
,DOR76629-1R,40668,"RETAIL, MEAT AND DELI",,,RETAILWHSL,A2H LOCAL,11/25/2019,328561,,12/31/9999,110.,,LB,,110.,,,,
,DOR76733-1R,40668,"RETAIL, MEAT AND DELI",,,RETAILWHSL,A2H LOCAL,11/27/2019,329267,,12/31/9999,20.,,LB,,20.,,,,
,DOR76732-1R,40668,"RETAIL, MEAT AND DELI",,,RETAILWHSL,A2H LOCAL,11/27/2019,329265,,12/31/9999,20.,,LB,,20.,,,,
,DOR75895-1R,40669,"RETAIL, MIX FOOD",,,RETAILWHSL,A2H LOCAL,11/4/2019,324967,,12/31/9999,146.,,LB,,146.,,,,
,DOR76296-1R,40670,"RETAIL, NON FOOD",,,RETAILWHSL,A2H LOCAL,11/15/2019,326921,,12/31/9999,85.,,LB,,85.,,,,
,DOR76370-1R,40670,"RETAIL, NON FOOD",,,RETAILWHSL,A2H LOCAL,11/18/2019,327269,,12/31/9999,35.,,LB,,35.,,,,
,,,,,,,,,,Donor Total,,"9,996.",,,,"9,996.",,,,
1000000,,"SAVE A LOT KITCHEN, 400 NORTHWEST PLAZA DR, ST. ANN, MO  63074   Tel#: 314-592-9481  Contact: Stephanie Shepard",,,,,,,,,,,,,,,,,,
,DOR75833-1R,40667,"RETAIL, PRODUCE",,,RETAILWHSL,A2H LOCAL,11/1/2019,324437,,12/31/9999,330.,,LB,,330.,,,,
,DOR76052-1R,40668,"RETAIL, MEAT AND DELI",,,RETAILWHSL,A2H LOCAL,11/7/2019,325694,,12/31/9999,30.,,LB,,30.,,,,
,DOR76734-1R,40668,"RETAIL, MEAT AND DELI",,,RETAILWHSL,A2H LOCAL,11/27/2019,329268,,12/31/9999,125.,,LB,,125.,,,,
,DOR75833-1R,40669,"RETAIL, MIX FOOD",,,RETAILWHSL,A2H LOCAL,11/1/2019,324438,,12/31/9999,"1,175.",,LB,,"1,175.",,,,
,DOR76052-1R,40669,"RETAIL, MIX FOOD",,,RETAILWHSL,A2H LOCAL,11/7/2019,325695,,12/31/9999,495.,,LB,,495.,,,,
,DOR76297-1R,40669,"RETAIL, MIX FOOD",,,RETAILWHSL,A2H LOCAL,11/15/2019,326922,,12/31/9999,405.,,LB,,405.,,,,
,DOR76552-1R,40669,"RETAIL, MIX FOOD",,,RETAILWHSL,A2H LOCAL,11/22/2019,328178,,12/31/9999,235.,,LB,,235.,,,,
,DOR76734-1R,40669,"RETAIL, MIX FOOD",,,RETAILWHSL,A2H LOCAL,11/27/2019,329270,,12/31/9999,880.,,LB,,880.,,,,
,DOR76552-1R,40693,"RETAIL, DAIRY",,,RETAILWHSL,A2H LOCAL,11/22/2019,328177,,12/31/9999,7.,,LB,,7.,,,,
,DOR76734-1R,40693,"RETAIL, DAIRY",,,RETAILWHSL,A2H LOCAL,11/27/2019,329269,,12/31/9999,300.,,LB,,300.,,,,
,,,,,,,,,,Donor Total,,"3,982.",,,,"3,982.",,,,
10000421,,"SAVE A LOT 421, 6840 PAGE, ST LOUIS, MO  63133   Tel#: 314-726-2184  Contact: CINDY/ANN",,,,,,,,,,,,,,,,,,
,MCD0026615-1R,41539,"RETAIL, PRODUCE",,,RETAILWHSL,A2H LOCAL,11/5/2019,325209,,12/31/9999,10.,,LB,,10.,,,,
,MCD0027123-1R,41539,"RETAIL, PRODUCE",,,RETAILWHSL,A2H LOCAL,11/19/2019,327484,,12/31/9999,5.,,LB,,5.,,,,
,MCD0027593-1R,41539,"RETAIL, PRODUCE",,,RETAILWHSL,A2H LOCAL,11/26/2019,329185,,12/31/9999,10.,,LB,,10.,,,,
,MCD0026615-1R,41541,"RETAIL, MEAT AND DELI",,,RETAILWHSL,A2H LOCAL,11/5/2019,325208,,12/31/9999,85.,,LB,,85.,,,,
,MCD0026820-1R,41541,"RETAIL, MEAT AND DELI",,,RETAILWHSL,A2H LOCAL,11/12/2019,326188,,12/31/9999,75.,,LB,,75.,,,,
,MCD0027123-1R,41541,"RETAIL, MEAT AND DELI",,,RETAILWHSL,A2H LOCAL,11/19/2019,327483,,12/31/9999,5.,,LB,,5.,,,,
,MCD0027593-1R,41541,"RETAIL, MEAT AND DELI",,,RETAILWHSL,A2H LOCAL,11/26/2019,329184,,12/31/9999,55.,,LB,,55.,,,,
,MCD0026615-1R,41542,"RETAIL, MIX FOOD",,,RETAILWHSL,A2H LOCAL,11/5/2019,325210,,12/31/9999,20.,,LB,,20.,,,,
,MCD0026820-1R,41542,"RETAIL, MIX FOOD",,,RETAILWHSL,A2H LOCAL,11/12/2019,326189,,12/31/9999,40.,,LB,,40.,,,,
,MCD0027123-1R,41542,"RETAIL, MIX FOOD",,,RETAILWHSL,A2H LOCAL,11/19/2019,327485,,12/31/9999,25.,,LB,,25.,,,,
,MCD0027593-1R,41542,"RETAIL, MIX FOOD",,,RETAILWHSL,A2H LOCAL,11/26/2019,329186,,12/31/9999,65.,,LB,,65.,,,,
,MCD0026615-1R,41544,"RETAIL, DAIRY",,,RETAILWHSL,A2H LOCAL,11/5/2019,325211,,12/31/9999,45.,,LB,,45.,,,,
,MCD0026820-1R,41544,"RETAIL, DAIRY",,,RETAILWHSL,A2H LOCAL,11/12/2019,326190,,12/31/9999,30.,,LB,,30.,,,,
,,,,,,,,,,Donor Total,,470.,,,,470.,,,,
1000404,,"SAVE A LOT 404, 3427 S JEFFERSON, ST LOUIS, MO  63118   Tel#: 314-773-2210  Contact: BILL/NICKI",,,,,,,,,,,,,,,,,,
,MCD0027133-1R,41542,"RETAIL, MIX FOOD",,,RETAILWHSL,A2H LOCAL,11/19/2019,327525,,12/31/9999,48.,,LB,,48.,,,,
,MCD0027649-1R,41542,"RETAIL, MIX FOOD",,,RETAILWHSL,A2H LOCAL,11/26/2019,329426,,12/31/9999,500.,,LB,,500.,,,,
,,,,,,,,,,Donor Total,,548.,,,,548.,,,,
1000405,,"SAVE A LOT 405, 3160 TELEGRAPH RD, ST LOUIS, MO  63125   Tel#: 314-487-2656  Contact: CORY",,,,,,,,,,,,,,,,,,
,MCD0026954-1R,41539,"RETAIL, PRODUCE",,,RETAILWHSL,A2H LOCAL,11/15/2019,326722,,12/31/9999,117.,,LB,,117.,,,,
,MCD0026929-1R,41541,"RETAIL, MEAT AND DELI",,,RETAILWHSL,A2H LOCAL,11/12/2019,326666,,12/31/9999,275.,,LB,,275.,,,,
,MCD0026954-1R,41541,"RETAIL, MEAT AND DELI",,,RETAILWHSL,A2H LOCAL,11/15/2019,326720,,12/31/9999,223.,,LB,,223.,,,,
,MCD0027227-1R,41541,"RETAIL, MEAT AND DELI",,,RETAILWHSL,A2H LOCAL,11/22/2019,327922,,12/31/9999,226.,,LB,,226.,,,,
,MCD0027443-1R,41541,"RETAIL, MEAT AND DELI",,,RETAILWHSL,A2H LOCAL,11/27/2019,328782,,12/31/9999,125.,,LB,,125.,,,,
,MCD0026929-1R,41542,"RETAIL, MIX FOOD",,,RETAILWHSL,A2H LOCAL,11/12/2019,326667,,12/31/9999,634.,,LB,,634.,,,,
,MCD0026954-1R,41542,"RETAIL, MIX FOOD",,,RETAILWHSL,A2H LOCAL,11/15/2019,326721,,12/31/9999,479.,,LB,,479.,,,,
,MCD0027227-1R,41542,"RETAIL, MIX FOOD",,,RETAILWHSL,A2H LOCAL,11/22/2019,327923,,12/31/9999,235.,,LB,,235.,,,,
,MCD0027443-1R,41542,"RETAIL, MIX FOOD",,,RETAILWHSL,A2H LOCAL,11/27/2019,328783,,12/31/9999,637.,,LB,,637.,,,,
,MCD0026929-1R,41544,"RETAIL, DAIRY",,,RETAILWHSL,A2H LOCAL,11/12/2019,326665,,12/31/9999,330.,,LB,,330.,,,,
,MCD0027227-1R,41544,"RETAIL, DAIRY",,,RETAILWHSL,A2H LOCAL,11/22/2019,327921,,12/31/9999,242.,,LB,,242.,,,,
,,,,,,,,,,Donor Total,,"3,523.",,,,"3,523.",,,,
