Donor / Item Receiving Statistics,,,,,,,,,,,,,,,5/19/2020 8:40 AM,,,,,
ST LOUIS AREA FOODBANK,,,,,,,,,,,,,,,,,Page,1,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FA\WBESHORE,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Search Name: FRESH THYME|WM|COSTCO|SAM'S*|KROGER|RULER*|TARGET|ALDI|SAL, Date Filter: 03/01/19..03/31/19",,,,,,,,,,,,,,,,,,,,
Posting Date: 04/01/20..04/30/20,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Donor No.,,Donor Name,,,,,,,,,,,,,,,,,,
,Document No.,Item No.,Description,,Order No.,UNC Product Category,UNC Product Source,Posting Date,Lot No.,Pallet No.,Expiration Date,Quantity,,Unit of Measure,,Ext. Gross Weight,,,,
016473,,"WALMART 2694, 1202 S KIRKWOOD RD, KIRKWOOD, MO  63122   Tel#: 314-835-9406  Contact: LARRY/TRACY/TIM",,,,,,,,,,,,,,,,,,
,DOR80645-1R,40667,"RETAIL, PRODUCE",,,RETAILWHSL,A2H LOCAL,4/1/2020,347878,,12/31/9999,245.,,LB,,245.,,,,
,DOR80724-1R,40667,"RETAIL, PRODUCE",,,RETAILWHSL,A2H LOCAL,4/3/2020,348332,,12/31/9999,520.,,LB,,520.,,,,
,DOR80882-1R,40667,"RETAIL, PRODUCE",,,RETAILWHSL,A2H LOCAL,4/8/2020,348835,,12/31/9999,945.,,LB,,945.,,,,
,DOR81054-1R,40667,"RETAIL, PRODUCE",,,RETAILWHSL,A2H LOCAL,4/13/2020,349506,,12/31/9999,735.,,LB,,735.,,,,
,DOR81131-1R,40667,"RETAIL, PRODUCE",,,RETAILWHSL,A2H LOCAL,4/15/2020,349800,,12/31/9999,615.,,LB,,615.,,,,
,DOR81239-1R,40667,"RETAIL, PRODUCE",,,RETAILWHSL,A2H LOCAL,4/17/2020,350258,,12/31/9999,540.,,LB,,540.,,,,
,DOR81406-1R,40667,"RETAIL, PRODUCE",,,RETAILWHSL,A2H LOCAL,4/22/2020,350777,,12/31/9999,"1,045.",,LB,,"1,045.",,,,
,DOR81519-1R,40667,"RETAIL, PRODUCE",,,RETAILWHSL,A2H LOCAL,4/24/2020,351187,,12/31/9999,390.,,LB,,390.,,,,
,DOR81571-1R,40667,"RETAIL, PRODUCE",,,RETAILWHSL,A2H LOCAL,4/27/2020,351397,,12/31/9999,405.,,LB,,405.,,,,
,DOR81658-1R,40667,"RETAIL, PRODUCE",,,RETAILWHSL,A2H LOCAL,4/29/2020,351643,,12/31/9999,310.,,LB,,310.,,,,
,DOR80882-1R,40668,"RETAIL, MEAT AND DELI",,,RETAILWHSL,A2H LOCAL,4/8/2020,348836,,12/31/9999,55.,,LB,,55.,,,,
,DOR80645-1R,40669,"RETAIL, MIX FOOD",,,RETAILWHSL,A2H LOCAL,4/1/2020,347879,,12/31/9999,210.,,LB,,210.,,,,
,DOR80724-1R,40669,"RETAIL, MIX FOOD",,,RETAILWHSL,A2H LOCAL,4/3/2020,348333,,12/31/9999,415.,,LB,,415.,,,,
,DOR80882-1R,40669,"RETAIL, MIX FOOD",,,RETAILWHSL,A2H LOCAL,4/8/2020,348837,,12/31/9999,390.,,LB,,390.,,,,
,DOR81054-1R,40669,"RETAIL, MIX FOOD",,,RETAILWHSL,A2H LOCAL,4/13/2020,349507,,12/31/9999,510.,,LB,,510.,,,,
,DOR81131-1R,40669,"RETAIL, MIX FOOD",,,RETAILWHSL,A2H LOCAL,4/15/2020,349801,,12/31/9999,435.,,LB,,435.,,,,
,DOR81239-1R,40669,"RETAIL, MIX FOOD",,,RETAILWHSL,A2H LOCAL,4/17/2020,350259,,12/31/9999,310.,,LB,,310.,,,,
,DOR81519-1R,40669,"RETAIL, MIX FOOD",,,RETAILWHSL,A2H LOCAL,4/24/2020,351188,,12/31/9999,445.,,LB,,445.,,,,
,DOR81571-1R,40669,"RETAIL, MIX FOOD",,,RETAILWHSL,A2H LOCAL,4/27/2020,351398,,12/31/9999,375.,,LB,,375.,,,,
,DOR81658-1R,40669,"RETAIL, MIX FOOD",,,RETAILWHSL,A2H LOCAL,4/29/2020,351644,,12/31/9999,245.,,LB,,245.,,,,
,,,,,,,,,,Donor Total,,"9,140.",,,,"9,140.",,,,
1000000,,"SAVE A LOT KITCHEN, 400 NORTHWEST PLAZA DR, ST. ANN, MO  63074   Tel#: 314-592-9481  Contact: Stephanie Shepard",,,,,,,,,,,,,,,,,,
,DOR80725-1R,40668,"RETAIL, MEAT AND DELI",,,RETAILWHSL,A2H LOCAL,4/3/2020,348334,,12/31/9999,210.,,LB,,210.,,,,
,DOR80725-1R,40669,"RETAIL, MIX FOOD",,,RETAILWHSL,A2H LOCAL,4/3/2020,348335,,12/31/9999,5.,,LB,,5.,,,,
,DOR81240-1R,40669,"RETAIL, MIX FOOD",,,RETAILWHSL,A2H LOCAL,4/17/2020,350261,,12/31/9999,285.,,LB,,285.,,,,
,DOR81240-1R,40693,"RETAIL, DAIRY",,,RETAILWHSL,A2H LOCAL,4/17/2020,350260,,12/31/9999,5.,,LB,,5.,,,,
,,,,,,,,,,Donor Total,,505.,,,,505.,,,,
10000421,,"SAVE A LOT 421, 6840 PAGE, ST LOUIS, MO  63133   Tel#: 314-726-2184  Contact: CINDY/ANN",,,,,,,,,,,,,,,,,,
,MCD0032558-1R,41539,"RETAIL, PRODUCE",,,RETAILWHSL,A2H LOCAL,4/7/2020,348618,,12/31/9999,15.,,LB,,15.,,,,
,MCD0032789-1R,41539,"RETAIL, PRODUCE",,,RETAILWHSL,A2H LOCAL,4/14/2020,349641,,12/31/9999,10.,,LB,,10.,,,,
,MCD0033128-1R,41539,"RETAIL, PRODUCE",,,RETAILWHSL,A2H LOCAL,4/28/2020,351564,,12/31/9999,15.,,LB,,15.,,,,
,MCD0032942-1R,41541,"RETAIL, MEAT AND DELI",,,RETAILWHSL,A2H LOCAL,4/21/2020,350429,,12/31/9999,10.,,LB,,10.,,,,
,MCD0032558-1R,41542,"RETAIL, MIX FOOD",,,RETAILWHSL,A2H LOCAL,4/7/2020,348619,,12/31/9999,15.,,LB,,15.,,,,
,MCD0032789-1R,41542,"RETAIL, MIX FOOD",,,RETAILWHSL,A2H LOCAL,4/14/2020,349642,,12/31/9999,20.,,LB,,20.,,,,
,MCD0032942-1R,41542,"RETAIL, MIX FOOD",,,RETAILWHSL,A2H LOCAL,4/21/2020,350430,,12/31/9999,15.,,LB,,15.,,,,
,MCD0033128-1R,41542,"RETAIL, MIX FOOD",,,RETAILWHSL,A2H LOCAL,4/28/2020,351565,,12/31/9999,15.,,LB,,15.,,,,
,MCD0032558-1R,41544,"RETAIL, DAIRY",,,RETAILWHSL,A2H LOCAL,4/7/2020,348620,,12/31/9999,10.,,LB,,10.,,,,
,MCD0032942-1R,41544,"RETAIL, DAIRY",,,RETAILWHSL,A2H LOCAL,4/21/2020,350431,,12/31/9999,50.,,LB,,50.,,,,
,MCD0033128-1R,41544,"RETAIL, DAIRY",,,RETAILWHSL,A2H LOCAL,4/28/2020,351566,,12/31/9999,85.,,LB,,85.,,,,
,,,,,,,,,,Donor Total,,260.,,,,260.,,,,
1000404,,"SAVE A LOT 404, 3427 S JEFFERSON, ST LOUIS, MO  63118   Tel#: 314-773-2210  Contact: BILL/NICKI",,,,,,,,,,,,,,,,,,
,MCD0033443-1R,41542,"RETAIL, MIX FOOD",,,RETAILWHSL,A2H LOCAL,4/28/2020,352871,,12/31/9999,34.,,LB,,34.,,,,
,,,,,,,,,,Donor Total,,34.,,,,34.,,,,
1000405,,"SAVE A LOT 405, 3160 TELEGRAPH RD, ST LOUIS, MO  63125   Tel#: 314-487-2656  Contact: CORY",,,,,,,,,,,,,,,,,,
,MCD0032592-1R,41541,"RETAIL, MEAT AND DELI",,,RETAILWHSL,A2H LOCAL,4/9/2020,348787,,12/31/9999,50.,,LB,,50.,,,,
,MCD0033039-1R,41541,"RETAIL, MEAT AND DELI",,,RETAILWHSL,A2H LOCAL,4/24/2020,350990,,12/31/9999,47.,,LB,,47.,,,,
,MCD0032456-1R,41542,"RETAIL, MIX FOOD",,,RETAILWHSL,A2H LOCAL,4/3/2020,348086,,12/31/9999,271.,,LB,,271.,,,,
,MCD0032592-1R,41542,"RETAIL, MIX FOOD",,,RETAILWHSL,A2H LOCAL,4/9/2020,348788,,12/31/9999,27.,,LB,,27.,,,,
,MCD0032831-1R,41542,"RETAIL, MIX FOOD",,,RETAILWHSL,A2H LOCAL,4/17/2020,349930,,12/31/9999,222.,,LB,,222.,,,,
,MCD0033039-1R,41542,"RETAIL, MIX FOOD",,,RETAILWHSL,A2H LOCAL,4/24/2020,350991,,12/31/9999,164.,,LB,,164.,,,,
,MCD0033171-1R,41542,"RETAIL, MIX FOOD",,,RETAILWHSL,A2H LOCAL,4/30/2020,351794,,12/31/9999,37.,,LB,,37.,,,,
,MCD0033171-1R,41544,"RETAIL, DAIRY",,,RETAILWHSL,A2H LOCAL,4/30/2020,351793,,12/31/9999,178.,,LB,,178.,,,,
,,,,,,,,,,Donor Total,,996.,,,,996.,,,,
1000407,,"SAVE A LOT 407, 2980 HOMER ADAMS, ALTON, IL  62002   Tel#: 618-462-9950  Contact: ERIN/MISSY/LINDA",,,,,,,,,,,,,,,,,,
,DOR80883-1R,40667,"RETAIL, PRODUCE",,,RETAILWHSL,A2H LOCAL,4/8/2020,348838,,12/31/9999,100.,,LB,,100.,,,,
,DOR80986-1R,40667,"RETAIL, PRODUCE",,,RETAILWHSL,A2H LOCAL,4/10/2020,349284,,12/31/9999,60.,,LB,,60.,,,,
,DOR81132-1R,40667,"RETAIL, PRODUCE",,,RETAILWHSL,A2H LOCAL,4/15/2020,349802,,12/31/9999,35.,,LB,,35.,,,,
,DOR81407-1R,40667,"RETAIL, PRODUCE",,,RETAILWHSL,A2H LOCAL,4/22/2020,350778,,12/31/9999,25.,,LB,,25.,,,,
,DOR81659-1R,40667,"RETAIL, PRODUCE",,,RETAILWHSL,A2H LOCAL,4/29/2020,351645,,12/31/9999,20.,,LB,,20.,,,,
,DOR80986-1R,40668,"RETAIL, MEAT AND DELI",,,RETAILWHSL,A2H LOCAL,4/10/2020,349285,,12/31/9999,25.,,LB,,25.,,,,
,DOR81407-1R,40668,"RETAIL, MEAT AND DELI",,,RETAILWHSL,A2H LOCAL,4/22/2020,350779,,12/31/9999,5.,,LB,,5.,,,,
,DOR80883-1R,40669,"RETAIL, MIX FOOD",,,RETAILWHSL,A2H LOCAL,4/8/2020,348839,,12/31/9999,50.,,LB,,50.,,,,
,DOR81407-1R,40669,"RETAIL, MIX FOOD",,,RETAILWHSL,A2H LOCAL,4/22/2020,350780,,12/31/9999,200.,,LB,,200.,,,,
,DOR81659-1R,40669,"RETAIL, MIX FOOD",,,RETAILWHSL,A2H LOCAL,4/29/2020,351646,,12/31/9999,60.,,LB,,60.,,,,
,MCD0033458-1R,41539,"RETAIL, PRODUCE",,,RETAILWHSL,A2H LOCAL,4/6/2020,352916,,12/31/9999,76.,,LB,,76.,,,,
,MCD0033456-1R,41541,"RETAIL, MEAT AND DELI",,,RETAILWHSL,A2H LOCAL,4/3/2020,352908,,12/31/9999,37.,,LB,,37.,,,,
,MCD0033458-1R,41541,"RETAIL, MEAT AND DELI",,,RETAILWHSL,A2H LOCAL,4/6/2020,352914,,12/31/9999,37.,,LB,,37.,,,,
,MCD0033456-1R,41542,"RETAIL, MIX FOOD",,,RETAILWHSL,A2H LOCAL,4/3/2020,352909,,12/31/9999,174.,,LB,,174.,,,,
,MCD0033458-1R,41542,"RETAIL, MIX FOOD",,,RETAILWHSL,A2H LOCAL,4/6/2020,352915,,12/31/9999,81.,,LB,,81.,,,,
,MCD0033456-1R,41544,"RETAIL, DAIRY",,,RETAILWHSL,A2H LOCAL,4/3/2020,352910,,12/31/9999,226.,,LB,,226.,,,,
,MCD0033458-1R,41544,"RETAIL, DAIRY",,,RETAILWHSL,A2H LOCAL,4/6/2020,352917,,12/31/9999,9.,,LB,,9.,,,,
,,,,,,,,,,Donor Total,,"1,220.",,,,"1,220.",,,,
1000408,,"SAVE A LOT 408, 3102 WEST CLAY, ST CHARLES, MO  63301   Tel#: 636-947-6073  Contact: RON",,,,,,,,,,,,,,,,,,
